Age_Encoded,Gender_Encoded,Education_Encoded,country_Australia,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,ethnicity_Asian,ethnicity_Black,ethnicity_Mixed-Black/Asian,ethnicity_Mixed-White/Asian,ethnicity_Mixed-White/Black,ethnicity_Other,ethnicity_White,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS
-0.06227810637586048,-0.03150075092631021,-0.006691432118781296,-0.00033528340322670563,-0.00043223274319051396,0.0,-0.00171206155700325,-1.0427539554808137e-05,-0.08715865789336731,-0.048744055987383426,2.1913325756292355e-05,0.0003403602876211876,0.0,-5.865449564002174e-07,0.0,-0.00010435187274545619,0.000460142481322218,0.0030541557288224167,-0.004152089643861291,0.10314400520801227,-0.022655436783423504,-0.05335253893406272,0.040275634562625645,0.06372497393138117
-0.06996197608232285,-0.01998787673271118,-0.026520357097272643,-0.0003191165622172837,-0.0001649151828372728,0.0,-0.0012719134536723674,-1.1852153463272557e-05,-0.073307879389114,-0.04188224780943572,1.5268728295994323e-05,0.0003329722954455809,0.0,-3.315103390744301e-07,0.0,-7.840996265833819e-05,0.0005828777844916473,0.06268465307733294,-0.0020994806573485353,0.035655223300936685,0.03007737255783491,0.06647223085167055,0.046387621169586696,0.03984991800749367
0.06448939217103973,0.02563945956696196,-0.017156963538825426,-0.00014583911961102772,0.000776029845788798,0.0,3.6934722541112684e-05,-4.888033522613909e-06,0.13061583674985075,0.10982205127698275,2.8234743440683406e-05,0.00035724678180088166,0.0,-7.608468566602699e-06,0.0,0.00017947999676743787,0.0008156958820690693,-0.007034809622451281,-0.004866366647056618,0.06373265002531246,0.00470866604607831,-0.034965362357443845,-0.006048289456634048,-0.027157193341348907
0.06283635012622507,0.02629605965323599,0.03988700277869431,-0.00011049305427519393,0.0006722620205131569,0.0,-7.334961661483122e-05,2.5010243091682566e-06,0.11802983147991612,0.09292238946405906,2.9000017622065543e-05,-0.013847383190994893,0.0,-1.0971355449282475e-06,0.0,4.9804620142967454e-05,-0.005988351569078296,-0.004292586697326592,0.010378554176087962,-0.0007120353385719822,-0.005382241111049713,0.03891134933590496,-0.0030836737150501626,-0.02648138525318434
-0.05228404323580766,0.03577739091589577,-0.015506970036444712,-0.0004667166161456008,-2.193606015572037e-05,0.0,-0.001676261758181528,-2.1845301370647762e-05,-0.08379279683332452,-0.0517129805514747,7.333862901925521e-06,0.00038657973055864083,0.0,-4.068137577105716e-07,0.0,-0.00013570093593814512,0.00046990266220853683,-0.013594677543509999,0.0015929567559755616,-0.0058068792265323676,-0.030328118097919004,0.07998216915151425,-0.0072368433592924315,-0.09459379967684088
0.005308884043231916,0.023982301267694316,-0.03792077518850772,-8.589261916976233e-05,0.000532608710523421,0.0,0.00020244374159877567,-5.693377686636162e-06,0.11452936591921331,0.09851788832504482,3.040140118566178e-05,0.00032669734624950843,0.0,-1.2171770772992404e-06,0.0,0.00014726469479041832,0.0004828364742805657,-0.0005787628768467491,0.0019552764998943357,-0.010558299183891187,0.013835090656473408,-0.035538047818564296,0.028299905104188644,0.062450484968226
0.09886685555543498,-0.0463910417140461,0.04569759827834646,-0.00035533534186348205,-0.00020932767851806412,0.0,-0.0012599794951660517,-2.4914986126525102e-05,-0.07564257806218541,-0.05658676554926219,9.883868106603655e-06,0.00038386895555517166,0.0,-5.633429840532558e-07,0.0,-6.157647665732241e-05,0.0008781256292197966,-0.012119542687143702,0.015098274807558182,-0.07344979234223448,-0.004904266826236414,-0.013330893135160097,-0.026746067612837016,-0.09117971082304833
0.10216529589430454,-0.04406746943786271,0.05356141656871906,-0.0003352409923102707,-0.00018196872065220728,0.0,-0.0013916182826177715,-2.110593663389376e-05,-0.08683031747964558,-0.0535382432718484,1.4204999759388572e-05,0.0003879680981399901,0.0,-6.105711206703478e-07,0.0,-6.060199404501483e-05,0.0007830855750640851,-0.012423631710352786,-0.010139538632590673,-0.01636460061178872,0.019420956136267254,-0.01684474922210753,-0.019550918309584803,-0.07926311083327016
0.05117981416114832,0.026561790305453477,0.022563510712704588,-0.00010039032152238996,0.0007566134645023812,0.0,3.2951932417786865e-06,-1.7950299490636103e-06,0.09569966825192046,0.08083665887978098,3.024476540557312e-05,0.00029759395544697644,0.0,-2.5534012826766643e-06,0.0,0.00021065316583960642,0.0007323841639602205,0.02371937778570834,0.009966888087232739,-0.03065218720571043,0.010312681182060643,-0.02527683319574128,-0.00397473314109516,0.05031162506923704
-0.066400316202597,-0.04636875100327045,0.03745150452131206,-0.0006263712018769533,0.0019288760149409941,0.0,-0.0015012123517421253,-2.183614071321439e-05,0.126075495465255,-0.06704598704860724,1.2918822809211553e-05,0.0002537674419082381,0.0,-1.0539513904858442e-06,0.0,-0.00015152391625757836,0.00031855585357696897,-0.013604422581394104,-0.003042268000491496,-0.07916840844432316,-0.018783550884536232,-0.0476738973361066,-0.03242703334009951,-0.09217657724416586
